region,Group,details
melanesia,Pentecost,"['Secondary source: Multiple References', 'Data source: eHRAF', '1928 CE - 1959 CE', 'Religious Group, Oceanic Religions']"
melanesia,Siuai,"['Secondary source: Multiple References', '1900 CE - 2000 CE', 'Religious Group, Oceanic Religions']"
melanesia,Siuai,"['Secondary source: Multiple References', 'Data source: eHRAF', '1914 CE - 1939 CE', 'Religious Group, Oceanic Religions']"
melanesia,Sursurunga,"['1920 CE - 2017 CE', 'Religious Group, Christian Traditions']"
melanesia,Tanna - Christian,"['1869 CE - 2017 CE', 'Religious Group, Christian Traditions']"
melanesia,Tanna - Kastom,"['1100 BCE - 2017 CE', 'Religious Group, Oceanic Religions']"
melanesia,Tikopia,"['Secondary source: Multiple References', '1606 CE - 1980 CE', 'Religious Group, Oceanic Religions']"
melanesia,Tikopia,"['Secondary source: Multiple References', 'Data source: eHRAF', '1905 CE - 1935 CE', 'Religious Group, Oceanic Religions']"
melanesia,Tikopia Religion,"['Secondary source: Multiple References', '1900 CE - 1950 CE', 'Religious Group, Oceanic Religions']"
melanesia,Trobrianders,"['Secondary source: Multiple References', 'Data source: eHRAF', '1890 CE - 1930 CE', 'Religious Group, Oceanic Religions']"
melanesia,Wogeo,"['Secondary source: Multiple References', 'Data source: Pulotu — Database of Pacific Religions', '1910 CE - 1935 CE', 'Religious Group, Oceanic Religions']"
micronesia,Kapingamarangi,"['Data source: Pulotu — Database of Pacific Religions', '1877 CE - 1877 CE', 'Religious Group, Oceanic Religions']"
micronesia,Marshallese,"['Secondary source: Multiple References', 'Data source: eHRAF', '1880 CE - 1915 CE', 'Religious Group, Oceanic Religions, Syncretic Religions']"
micronesia,Trukese,"['Secondary source: Multiple References', '1880 CE - 1988 CE', 'Religious Group, Oceanic Religions']"
micronesia,Trukese,"['Secondary source: Multiple References', 'Data source: eHRAF', '1912 CE - 1949 CE', 'Religious Group, Oceanic Religions']"
micronesia,Yapese,"['Secondary source: Multiple References', '1526 CE - 2003 CE', 'Religious Group, Southeast Asian Religions']"
micronesia,Yapese,"['Secondary source: Multiple References', 'Data source: eHRAF', '1885 CE - 1910 CE', 'Religious Group, Oceanic Religions']"
new-zealand,Maori,"['Secondary source: Multiple References', 'Data source: eHRAF', '1800 CE - 1830 CE', 'Religious Group, Oceanic Religions']"
polynesia,Marquesans,"['Secondary source: Multiple References', 'Data source: eHRAF', '1800 CE - 1875 CE', 'Religious Group, Oceanic Religions']"
polynesia,Moriori,"['Secondary source: Multiple References', 'Data source: Pulotu — Database of Pacific Religions', '1810 CE - 1835 CE', 'Religious Group, Oceanic Religions']"
polynesia,Western Samoans,"['Data source: eHRAF', '1804 CE - 1840 CE', 'Religious Group, Oceanic Religions']"
odisha,Bishnoi,"['1400 CE - 2022 CE', 'Religious Group, Hinduism']"
oman,الإباضية Al-Ibadia,"['708 CE - 2023 CE', 'Religious Group, Islamic Traditions, Maghreb Religions']"
orkney,Pre-Christian Religion / Paganism in Northern Britain (Pictland / Scotland),"['500 BCE - 900 CE', 'Religious Group, North British paganism, North British polytheism, Pictish pagan religion, Celtic Religions, Indo-European Religion, Celtic paganism, Celtic Polytheism']"
pakistan,Chishti Sufis,"['Supervised by: Stephen Christopher', '1200 CE - 2020 CE', 'Religious Group, Sufi, Islamic Traditions, South Asian Religion, Indic Religious Traditions']"
pakistan,"Punjab/Delhi, India","['Expert source: Rachel Spicer', '750 BCE - 250 BCE', 'Religious Group, Indic Religious Traditions']"
pakistan,Punjabi (West),"['Secondary source: Multiple References', 'Data source: eHRAF', '1947 CE - 1958 CE', 'Religious Group, Islamic Traditions']"
palestine,Book of Jonah,"['800 BCE - 200 BCE', 'Religious Group, Text, Canonical texts, Biblical Prophets, Early Jewish Literature, Abrahamic, Scripture, Prophecy, Judeans and Israelites']"
palestine,Disability-focused Christianity for Palestinians,"['2012 CE - 2022 CE', 'Religious Group, Christian Traditions, Communal Society, Liberation Theology, Abrahamic, Arabian Religions']"
palestine,In the Shade of the Qur'an في ظلال القرآن,"['1951 CE - 2023 CE', ""Religious Group, Text, Qur'anic commentary (Tafsir), Islamic Theology, Islamic Traditions, Fiqh""]"
palestine,Philistine Religion,"['1200 BCE - 600 BCE', 'Religious Group, Minoan Religions, Ancient Mediterranean, Anatolian Religions, Israelite Religion, Greek Cult, Greek Religions, Judeans and Israelites']"
palestine,Pre-Pottery Neolithic in the Near East,"['9700 BCE - 6600 BCE', 'Religious Group, Prehistoric Religion, Neolithic, Near East, Anatolian Religions']"
palestine,The Lausiac History,"['419 CE - 420 CE', 'Religious Group, Text, Christian monasticism, Asceticism, Sayings Text (Greek: Apophthegmata)']"
persianate-world,The Key of Ilme Kṣnum to Understand the Zoroastrian Religion,"['1911 CE - 2022 CE', 'Religious Group, Text, Zoroastrianism, Cosmology, Cosmogony']"
peru,Amahuaca,"['Secondary source: Multiple References', 'Data source: eHRAF', '1945 CE - 1970 CE', 'Religious Group, South American Religions']"
peru,Huamachuco Religion,"['300 CE - 1532 CE', 'Religious Group, South American Religions, Andes, Peru']"
peru,Moche (Mochica),"['200 BCE - 1000 CE', 'Religious Group, Animist, Prehistoric South American Religions, Pre-Inka Religions, military cults, Polytheistic, South American Religions']"
peru,Virú State Religion,"['200 BCE - 700 CE', 'Religious Group, Prehistoric South American Religions, Pre-Inka Religions, Andes, South American Religions']"
phrygia,Encratites,"['100 CE - 400 CE', 'Religious Group, Ancient Mediterranean, Early Christianity, Early Christianity']"
pictland,Pre-Christian Religion / Paganism in Northern Britain (Pictland / Scotland),"['500 BCE - 900 CE', 'Religious Group, North British paganism, North British polytheism, Pictish pagan religion, Celtic Religions, Indo-European Religion, Celtic paganism, Celtic Polytheism']"
portugal,Estado da Índia Renegades in Deccan,"['1510 CE - 1640 CE', 'Religious Group, Christian Traditions, Islamic Traditions, Indic Religious Traditions']"
prydain,Pre-Christian Religion / Paganism in Northern Britain (Pictland / Scotland),"['500 BCE - 900 CE', 'Religious Group, North British paganism, North British polytheism, Pictish pagan religion, Celtic Religions, Indo-European Religion, Celtic paganism, Celtic Polytheism']"
puerto-rico,"Anabaptist Mennonites in North America, 1683-2021","['1683 CE - 2021 CE', 'Religious Group, Reform Movement, American Christianity, Abrahamic, Anabaptism, Christian Traditions, Communal Society, Evangelical religion']"
punjab,"Punjab/Delhi, India","['Expert source: Rachel Spicer', '750 BCE - 250 BCE', 'Religious Group, Indic Religious Traditions']"
punjab,"Punjab/Delhi, India","['Expert source: Rachel Spicer', '250 BCE - 1200 CE', 'Religious Group, Buddhist Traditions, Indic Religious Traditions']"
punjab,"Punjab/Delhi, India","['Expert source: Rachel Spicer', '1200 CE - 1600 CE', 'Religious Group, Islamic Traditions, Indic Religious Traditions']"
punjab,"Punjab/Delhi, India","['Expert source: Rachel Spicer', '1600 CE - 2020 CE', 'Religious Group, Islamic Traditions, Indic Religious Traditions']"
rajasthan,Bishnoi,"['1400 CE - 2022 CE', 'Religious Group, Hinduism']"
rajasthan,"Punjab/Delhi, India","['Expert source: Rachel Spicer', '1200 CE - 1600 CE', 'Religious Group, Islamic Traditions, Indic Religious Traditions']"
rajasthan,"Punjab/Delhi, India","['Expert source: Rachel Spicer', '1600 CE - 2020 CE', 'Religious Group, Islamic Traditions, Indic Religious Traditions']"
romania,People's Salvation Cathedral (Catedrala Mântuirii Neamului),"['1881 CE - 2025 CE', 'Religious Group, Religious Place, Cathedral, Christian Traditions, Religious Complex']"
russia,Russians (of Viriatino Village),"['Secondary source: Multiple References', 'Data source: eHRAF', '1940 CE - 1965 CE', 'Religious Group, Christian Traditions']"
russia,Solovetski monastery,"['1429 CE - 1939 CE', 'Religious Group, Orthodoxy']"
saudi-arabia,In the Shade of the Qur'an في ظلال القرآن,"['1951 CE - 2023 CE', ""Religious Group, Text, Qur'anic commentary (Tafsir), Islamic Theology, Islamic Traditions, Fiqh""]"
saudi-arabia,Religion in Nabataea,"['300 BCE - 450 CE', 'Religious Group, Ancient Mediterranean, Tomb, Petra, Nabataea, Arabian Religions']"
scotland,Pre-Christian Religion / Paganism in Northern Britain (Pictland / Scotland),"['500 BCE - 900 CE', 'Religious Group, North British paganism, North British polytheism, Pictish pagan religion, Celtic Religions, Indo-European Religion, Celtic paganism, Celtic Polytheism']"
scotland,Pushtimarg (The Path of Grace) in the UK and Gujarat,"['1990 CE - 2020 CE', 'Religious Group, Vaishnavism, Bhakti']"
scotland,Táin Bó Cúailnge,"['500 CE - 1300 CE', 'Religious Group, Text, Irish Paganism, Irish Polytheism, Celtic, Irish, Celtic Religions, Epic, Celtic paganism, Celtic Polytheism']"
scotland,The Reformed Church (Early Orthodoxy),"['1560 CE - 1620 CE', 'Religious Group, Christian Traditions, Abrahamic']"
shanghai,All Things Flow Into Form (Fanwu liuxing 凡物流形),"['Expert source: Franklin Perkins', '300 BCE - 278 BCE', 'Religious Group, Text, Early Chinese text, Excavated text, Chinese Religion, Cosmology, Cosmogony, Yellow and Yangzi Rivers Region']"
shanghai,Zigao 子羔,"['Expert source: sarah allan', '325 BCE - 278 BCE', 'Religious Group, Text, Confucianism, Chinese Religion, Early Chinese text, Excavated text']"
shetland-islands,Pre-Christian Religion / Paganism in Northern Britain (Pictland / Scotland),"['500 BCE - 900 CE', 'Religious Group, North British paganism, North British polytheism, Pictish pagan religion, Celtic Religions, Indo-European Religion, Celtic paganism, Celtic Polytheism']"
sichuan,Laojun Shan (Mountain of Lord Lao),"['Data source: Mapping Religious Diversity in Modern Sichuan', '142 CE - 2022 CE', 'Religious Group, Religious Place, Quanzhen, Daoism, Monument, Open-Air Sanctuary, Temple Buildings and Temple Cult, Peak Sanctuaries, Temple, Religious Complex, shrines, China, Monastery, Liumen, Sichuan, Hill, Chinese Religion']"
sichuan,Liumen (Liu School),"['Data source: Mapping Religious Diversity in Modern Sichuan', '1807 CE - 1950 CE', 'Religious Group, Sichuan Basin and Hanzhong Valley Region, Yellow and Yangzi Rivers Region, Redemptive Societies, Syncretic Religions, Polytheistic, Daoism, Secularism, Chinese Religion, Confucianism, Sichuan and Hanzhong Valley Region']"
sichuan-basin,Liumen (Liu School),"['Data source: Mapping Religious Diversity in Modern Sichuan', '1807 CE - 1950 CE', 'Religious Group, Sichuan Basin and Hanzhong Valley Region, Yellow and Yangzi Rivers Region, Redemptive Societies, Syncretic Religions, Polytheistic, Daoism, Secularism, Chinese Religion, Confucianism, Sichuan and Hanzhong Valley Region']"
song-dynasty,Taijitu shuo 太極圖說,"['1050 CE - 2021 CE', 'Religious Group, Text, Neo-Confucian text, Daoist text, Daoism, Confucianism, Cosmology, Yellow and Yangzi Rivers Region']"
song-dynasty,Tongshu 通書,"['1050 CE - 2021 CE', 'Religious Group, Text, Neo-Confucian text, Chinese Religion, Yellow and Yangzi Rivers Region']"
south-africa,African Initiated Churches,"['1900 CE - 2022 CE', 'Religious Group, pentecostal, African Religions, Christian Traditions, African Religion, Liberation Theology, Religious Practice, Born Again Christianity']"
south-africa,Modern Mystery School (MMS),"['1997 CE - 2021 CE', 'Religious Group, New Age Religion, Mystery Religion, Spiritual Business']"
south-america,Goajiro,"['Secondary source: Multiple References', 'Data source: eHRAF', '1922 CE - 1947 CE', 'Religious Group, South American Religions']"
south-america,Mundurucu,"['Secondary source: Multiple References', '1770 CE - 1980 CE', 'Religious Group, South American Religions']"
south-america,Saramacca,"['Secondary source: Multiple References', '1762 CE - 1989 CE', 'Religious Group, South American Religions']"
south-america,Trumai,"['Secondary source: Multiple References', '1820 CE - 1940 CE', 'Religious Group, South American Religions']"
south-america,Tukano,"['Secondary source: Multiple References', '1550 CE - 1989 CE', 'Religious Group, South American Religions']"
south-america,Warrau,"['Secondary source: Multiple References', 'Data source: eHRAF', '1915 CE - 1945 CE', 'Religious Group, South American Religions']"
south-america,Abipon,"['Secondary source: Multiple References', '1500 CE - 1770 CE', 'Religious Group, South American Religions']"
south-america,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
south-america,International Sivananda Yoga Vedanta Centers,"['1957 CE - 2023 CE', 'Religious Group, Hinduism, New Age Religion, neo-Vedanta, Yoga']"
south-america,Mapuche,"['Secondary source: Multiple References', '500 CE - 2002 CE', 'Religious Group, South American Religions']"
south-america,Tehuelche,"['Secondary source: Multiple References', '1871 CE - 1914 CE', 'Religious Group, South American Religions']"
south-america,Tehuelche,"['Secondary source: Multiple References', 'Data source: eHRAF', '1855 CE - 1880 CE', 'Religious Group, South American Religions']"
south-america,Yahgan,"['Secondary source: Multiple References', '1865 CE - 1933 CE', 'Religious Group, South American Religions']"
south-america,Aymara,"['Secondary source: Multiple References', '1430 CE - 1987 CE', 'Religious Group, South American Religions']"
south-america,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
south-america,Siriono,"['Secondary source: Multiple References', 'Data source: eHRAF', '1917 CE - 1943 CE', 'Religious Group, South American Religions']"
south-america,Sirionó,"['Secondary source: Multiple References', '1580 CE - 2006 CE', 'Religious Group, South American Religions']"
south-america,Aweikoma,"['Secondary source: Multiple References', '1850 CE - 1998 CE', 'Religious Group, South American Religions']"
south-america,Aweikoma,"['Secondary source: Multiple References', 'Data source: eHRAF', '1909 CE - 1934 CE', 'Religious Group, South American Religions']"
south-america,Botocudo,"['Secondary source: Multiple References', 'Data source: eHRAF', '1869 CE - 1894 CE', 'Religious Group, South American Religions']"
south-america,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
south-america,International Sivananda Yoga Vedanta Centers,"['1957 CE - 2023 CE', 'Religious Group, Hinduism, New Age Religion, neo-Vedanta, Yoga']"
south-america,Mundurucu,"['Secondary source: Multiple References', '1770 CE - 1980 CE', 'Religious Group, South American Religions']"
south-america,Mundurucu,"['Secondary source: Multiple References', 'Data source: eHRAF', '1850 CE - 1900 CE', 'Religious Group, South American Religions']"
south-america,Nambicuara,"['Secondary source: Multiple References', '1718 CE - 1990 CE', 'Religious Group, South American Religions']"
south-america,Nambicuara,"['Secondary source: Multiple References', 'Data source: eHRAF', '1925 CE - 1950 CE', 'Religious Group, South American Religions']"
south-america,Timbira (Canela),"['Secondary source: Multiple References', 'Data source: eHRAF', '1900 CE - 1936 CE', 'Religious Group, South American Religions']"
south-america,Trumai,"['Secondary source: Multiple References', '1820 CE - 1940 CE', 'Religious Group, South American Religions']"
south-america,Trumai,"['Secondary source: Multiple References', 'Data source: eHRAF', '1910 CE - 1940 CE', 'Religious Group, South American Religions']"
south-america,Tukano,"['Secondary source: Multiple References', '1550 CE - 1989 CE', 'Religious Group, South American Religions']"
south-america,Tupinamba,"['Secondary source: Multiple References', '1500 CE - 1750 CE', 'Religious Group, South American Religions']"
south-america,Yanomamo,"['Secondary source: Multiple References', '1750 CE - 2010 CE', 'Religious Group, South American Religions']"
south-america,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
south-america,Mapuche,"['Secondary source: Multiple References', '500 CE - 2002 CE', 'Religious Group, South American Religions']"
south-america,Mapuche,"['Secondary source: Multiple References', 'Data source: eHRAF', '1925 CE - 1951 CE', 'Religious Group, South American Religions']"
south-america,Tehuelche,"['Secondary source: Multiple References', '1871 CE - 1914 CE', 'Religious Group, South American Religions']"
south-america,Tehuelche,"['Secondary source: Multiple References', 'Data source: eHRAF', '1855 CE - 1880 CE', 'Religious Group, South American Religions']"
south-america,Yahgan,"['Secondary source: Multiple References', 'Data source: eHRAF', '1900 CE - 1924 CE', 'Religious Group, South American Religions']"
south-america,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
south-america,Goajiro,"['Secondary source: Multiple References', '1499 CE - 2012 CE', 'Religious Group, South American Religions']"
south-america,Tukano,"['Secondary source: Multiple References', '1550 CE - 1989 CE', 'Religious Group, South American Religions']"
south-america,Cayapa,"['Secondary source: Multiple References', '1597 CE - 1998 CE', 'Religious Group, South American Religions']"
south-america,Cayapa,"['Secondary source: Multiple References', 'Data source: eHRAF', '1879 CE - 1909 CE', 'Religious Group, Syncretic Religions']"
south-america,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
south-america,Jivaro,"['Secondary source: Multiple References', '1956 CE - 2000 CE', 'Religious Group, South American Religions']"
south-america,Jivaro,"['Secondary source: Multiple References', 'Data source: eHRAF', '1895 CE - 1929 CE', 'Religious Group, South American Religions']"
south-america,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
south-america,Barama River Carib,"['Secondary source: Multiple References', 'Data source: eHRAF', '1907 CE - 1935 CE', 'Religious Group, South American Religions']"
south-america,Carib,"['Secondary source: Multiple References', '1890 CE - 1970 CE', 'Religious Group, South American Religions']"
south-america,The Society of Jesus (Jesuits) in Britain,"['1580 CE - 2020 CE', 'Religious Group, Christian Traditions, Roman Catholic']"
south-america,Abipon,"['Secondary source: Multiple References', '1500 CE - 1770 CE', 'Religious Group, South American Religions']"
south-america,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
south-america,Lengua,"['Secondary source: Multiple References', 'Data source: eHRAF', '1869 CE - 1895 CE', 'Religious Group, South American Religions']"
south-america,Mapuche,"['Secondary source: Multiple References', '500 CE - 2002 CE', 'Religious Group, South American Religions']"
south-america,Tehuelche,"['Secondary source: Multiple References', '1871 CE - 1914 CE', 'Religious Group, South American Religions']"
south-america,Tehuelche,"['Secondary source: Multiple References', 'Data source: eHRAF', '1855 CE - 1880 CE', 'Religious Group, South American Religions']"
south-america,Aymara,"['Secondary source: Multiple References', '1430 CE - 1987 CE', 'Religious Group, South American Religions']"
south-america,Aymara,"['Secondary source: Multiple References', 'Data source: eHRAF', '1915 CE - 1940 CE', 'Religious Group, South American Religions']"
south-america,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
south-america,Inca,"['1300 CE - 1550 CE', 'Religious Group, South American Religions']"
south-america,Jivaro,"['Secondary source: Multiple References', 'Data source: eHRAF', '1895 CE - 1929 CE', 'Religious Group, South American Religions']"
south-america,Peruvian Mormons,"['1956 CE - 2020 CE', 'Religious Group, Christian Traditions']"
south-america,Saramacca,"['Secondary source: Multiple References', '1762 CE - 1989 CE', 'Religious Group, South American Religions']"
south-america,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
south-america,International Sivananda Yoga Vedanta Centers,"['1957 CE - 2023 CE', 'Religious Group, Hinduism, New Age Religion, neo-Vedanta, Yoga']"
south-america,Goajiro,"['Secondary source: Multiple References', '1499 CE - 2012 CE', 'Religious Group, South American Religions']"
south-america,Warrau,"['Secondary source: Multiple References', 'Data source: eHRAF', '1915 CE - 1945 CE', 'Religious Group, South American Religions']"
south-america,Yanomamo,"['Secondary source: Multiple References', '1750 CE - 2010 CE', 'Religious Group, South American Religions']"
amazon-and-orinoco,Mundurucu,"['Secondary source: Multiple References', '1770 CE - 1980 CE', 'Religious Group, South American Religions']"
amazon-and-orinoco,Saramacca,"['Secondary source: Multiple References', '1762 CE - 1989 CE', 'Religious Group, South American Religions']"
amazon-and-orinoco,Trumai,"['Secondary source: Multiple References', '1820 CE - 1940 CE', 'Religious Group, South American Religions']"
amazon-and-orinoco,Tukano,"['Secondary source: Multiple References', '1550 CE - 1989 CE', 'Religious Group, South American Religions']"
amazon-and-orinoco,Warrau,"['Secondary source: Multiple References', 'Data source: eHRAF', '1915 CE - 1945 CE', 'Religious Group, South American Religions']"
argentina,Abipon,"['Secondary source: Multiple References', '1500 CE - 1770 CE', 'Religious Group, South American Religions']"
argentina,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
argentina,International Sivananda Yoga Vedanta Centers,"['1957 CE - 2023 CE', 'Religious Group, Hinduism, New Age Religion, neo-Vedanta, Yoga']"
argentina,Mapuche,"['Secondary source: Multiple References', '500 CE - 2002 CE', 'Religious Group, South American Religions']"
argentina,Tehuelche,"['Secondary source: Multiple References', '1871 CE - 1914 CE', 'Religious Group, South American Religions']"
argentina,Tehuelche,"['Secondary source: Multiple References', 'Data source: eHRAF', '1855 CE - 1880 CE', 'Religious Group, South American Religions']"
argentina,Yahgan,"['Secondary source: Multiple References', '1865 CE - 1933 CE', 'Religious Group, South American Religions']"
bolivia-(plurinational-state-of),Aymara,"['Secondary source: Multiple References', '1430 CE - 1987 CE', 'Religious Group, South American Religions']"
bolivia-(plurinational-state-of),Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
bolivia-(plurinational-state-of),Siriono,"['Secondary source: Multiple References', 'Data source: eHRAF', '1917 CE - 1943 CE', 'Religious Group, South American Religions']"
bolivia-(plurinational-state-of),Sirionó,"['Secondary source: Multiple References', '1580 CE - 2006 CE', 'Religious Group, South American Religions']"
brazil,Aweikoma,"['Secondary source: Multiple References', '1850 CE - 1998 CE', 'Religious Group, South American Religions']"
brazil,Aweikoma,"['Secondary source: Multiple References', 'Data source: eHRAF', '1909 CE - 1934 CE', 'Religious Group, South American Religions']"
brazil,Botocudo,"['Secondary source: Multiple References', 'Data source: eHRAF', '1869 CE - 1894 CE', 'Religious Group, South American Religions']"
brazil,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
brazil,International Sivananda Yoga Vedanta Centers,"['1957 CE - 2023 CE', 'Religious Group, Hinduism, New Age Religion, neo-Vedanta, Yoga']"
brazil,Mundurucu,"['Secondary source: Multiple References', '1770 CE - 1980 CE', 'Religious Group, South American Religions']"
brazil,Mundurucu,"['Secondary source: Multiple References', 'Data source: eHRAF', '1850 CE - 1900 CE', 'Religious Group, South American Religions']"
brazil,Nambicuara,"['Secondary source: Multiple References', '1718 CE - 1990 CE', 'Religious Group, South American Religions']"
brazil,Nambicuara,"['Secondary source: Multiple References', 'Data source: eHRAF', '1925 CE - 1950 CE', 'Religious Group, South American Religions']"
brazil,Timbira (Canela),"['Secondary source: Multiple References', 'Data source: eHRAF', '1900 CE - 1936 CE', 'Religious Group, South American Religions']"
brazil,Trumai,"['Secondary source: Multiple References', '1820 CE - 1940 CE', 'Religious Group, South American Religions']"
brazil,Trumai,"['Secondary source: Multiple References', 'Data source: eHRAF', '1910 CE - 1940 CE', 'Religious Group, South American Religions']"
brazil,Tukano,"['Secondary source: Multiple References', '1550 CE - 1989 CE', 'Religious Group, South American Religions']"
brazil,Tupinamba,"['Secondary source: Multiple References', '1500 CE - 1750 CE', 'Religious Group, South American Religions']"
brazil,Yanomamo,"['Secondary source: Multiple References', '1750 CE - 2010 CE', 'Religious Group, South American Religions']"
chile,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
chile,Mapuche,"['Secondary source: Multiple References', '500 CE - 2002 CE', 'Religious Group, South American Religions']"
chile,Mapuche,"['Secondary source: Multiple References', 'Data source: eHRAF', '1925 CE - 1951 CE', 'Religious Group, South American Religions']"
chile,Tehuelche,"['Secondary source: Multiple References', '1871 CE - 1914 CE', 'Religious Group, South American Religions']"
chile,Tehuelche,"['Secondary source: Multiple References', 'Data source: eHRAF', '1855 CE - 1880 CE', 'Religious Group, South American Religions']"
chile,Yahgan,"['Secondary source: Multiple References', 'Data source: eHRAF', '1900 CE - 1924 CE', 'Religious Group, South American Religions']"
colombia,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
colombia,Goajiro,"['Secondary source: Multiple References', '1499 CE - 2012 CE', 'Religious Group, South American Religions']"
colombia,Tukano,"['Secondary source: Multiple References', '1550 CE - 1989 CE', 'Religious Group, South American Religions']"
ecuador,Cayapa,"['Secondary source: Multiple References', '1597 CE - 1998 CE', 'Religious Group, South American Religions']"
ecuador,Cayapa,"['Secondary source: Multiple References', 'Data source: eHRAF', '1879 CE - 1909 CE', 'Religious Group, Syncretic Religions']"
ecuador,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
ecuador,Jivaro,"['Secondary source: Multiple References', '1956 CE - 2000 CE', 'Religious Group, South American Religions']"
ecuador,Jivaro,"['Secondary source: Multiple References', 'Data source: eHRAF', '1895 CE - 1929 CE', 'Religious Group, South American Religions']"
french-guiana,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
guyana,Barama River Carib,"['Secondary source: Multiple References', 'Data source: eHRAF', '1907 CE - 1935 CE', 'Religious Group, South American Religions']"
guyana,Carib,"['Secondary source: Multiple References', '1890 CE - 1970 CE', 'Religious Group, South American Religions']"
guyana,The Society of Jesus (Jesuits) in Britain,"['1580 CE - 2020 CE', 'Religious Group, Christian Traditions, Roman Catholic']"
paraguay,Abipon,"['Secondary source: Multiple References', '1500 CE - 1770 CE', 'Religious Group, South American Religions']"
paraguay,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
paraguay,Lengua,"['Secondary source: Multiple References', 'Data source: eHRAF', '1869 CE - 1895 CE', 'Religious Group, South American Religions']"
patagonia,Mapuche,"['Secondary source: Multiple References', '500 CE - 2002 CE', 'Religious Group, South American Religions']"
patagonia,Tehuelche,"['Secondary source: Multiple References', '1871 CE - 1914 CE', 'Religious Group, South American Religions']"
patagonia,Tehuelche,"['Secondary source: Multiple References', 'Data source: eHRAF', '1855 CE - 1880 CE', 'Religious Group, South American Religions']"
peru,Aymara,"['Secondary source: Multiple References', '1430 CE - 1987 CE', 'Religious Group, South American Religions']"
peru,Aymara,"['Secondary source: Multiple References', 'Data source: eHRAF', '1915 CE - 1940 CE', 'Religious Group, South American Religions']"
peru,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
peru,Inca,"['1300 CE - 1550 CE', 'Religious Group, South American Religions']"
peru,Jivaro,"['Secondary source: Multiple References', 'Data source: eHRAF', '1895 CE - 1929 CE', 'Religious Group, South American Religions']"
peru,Peruvian Mormons,"['1956 CE - 2020 CE', 'Religious Group, Christian Traditions']"
suriname,Saramacca,"['Secondary source: Multiple References', '1762 CE - 1989 CE', 'Religious Group, South American Religions']"
uruguay,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
uruguay,International Sivananda Yoga Vedanta Centers,"['1957 CE - 2023 CE', 'Religious Group, Hinduism, New Age Religion, neo-Vedanta, Yoga']"
venezuela,Goajiro,"['Secondary source: Multiple References', '1499 CE - 2012 CE', 'Religious Group, South American Religions']"
venezuela,Warrau,"['Secondary source: Multiple References', 'Data source: eHRAF', '1915 CE - 1945 CE', 'Religious Group, South American Religions']"
venezuela,Yanomamo,"['Secondary source: Multiple References', '1750 CE - 2010 CE', 'Religious Group, South American Religions']"
south-asia,Alchi temple complex,"['950 CE - 1500 CE', 'Religious Group, Religious Place, Tibetan Buddhism, Temple, shrines, South Asian Religion, Buddhist Traditions, Religious Practice, Monument, Religious Complex, Tantric Buddhism']"
south-asia,Bishnoi,"['1400 CE - 2022 CE', 'Religious Group, Hinduism']"
south-asia,Chishti Sufis,"['Supervised by: Stephen Christopher', '1200 CE - 2020 CE', 'Religious Group, Sufi, Islamic Traditions, South Asian Religion, Indic Religious Traditions']"
south-asia,Islamic modernists,"['1800 CE - 1980 CE', 'Religious Group, Maghreb Religions, African Religion, Secularism, Islamic Traditions, South Asian Religion']"
south-asia,Kālikā Purāṇa,"['10 CE - 12 CE', 'Religious Group, Text, Hinduism, Purana']"
south-asia,Maqāṣid al-šarī῾a al-islāmiyya,"['1947 CE - 2022 CE', 'Religious Group, Text, Islamic Traditions, Fiqh']"
south-asia,Nestorian Christianity,"['431 CE - 1500 CE', 'Religious Group, Nestorianism']"
south-asia,"Punjab/Delhi, India","['Expert source: Rachel Spicer', '250 BCE - 1200 CE', 'Religious Group, Buddhist Traditions, Indic Religious Traditions']"
